datetime,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-16 17:00:00,,,0.6368162295783789,0.2957382694791218,0.33794529160406306,0.6311573409851745,0.0,0.011366355587461116,0.7824181490074761
2006-12-16 18:00:00,,,0.5450449517338525,0.10335772707705554,0.33550078322304167,0.5414873266379722,0.0,0.14465183058147882,0.782675947409126
2006-12-16 19:00:00,,,0.5090058830840617,0.11007318123116659,0.283801668744605,0.5021520803443328,0.0,0.03086862885857861,0.774168600154679
2006-12-16 20:00:00,,,0.48854973691842396,0.09698665518725787,0.31598734055816635,0.48110951697752263,0.0,0.0,0.7788089713843774
2006-12-16 21:00:00,,,0.45559721589261293,0.09900990099009901,0.43441705827818744,0.44990435198469625,0.0,0.008973438621679828,0.7989172467130703
2006-12-16 22:00:00,,,0.32255458424824957,0.07253551442100732,0.4958473194590969,0.32352941176470584,0.0,0.002871500358937545,0.205723124516628
2006-12-16 23:00:00,,,0.30103161121928984,0.09225139905294877,0.5671877497522448,0.3010521281683405,0.0,0.0017946877243359654,0.0
2006-12-17 00:00:00,,,0.27320089489166005,0.13228583727938012,0.5803139285828447,0.2734337637494022,0.0,0.010050251256281407,0.0
2006-12-17 01:00:00,,,0.5011082570327712,0.17684029272492466,0.5606150698507069,0.4929459588713534,0.0,0.5434314429289304,0.0
2006-12-17 02:00:00,,,0.22733769731118197,0.10103314679294018,0.7666315015504619,0.22835963653754182,0.0,0.012203876525484566,0.0
2006-12-17 03:00:00,,,0.23897957492646135,0.10271201033146793,0.716562769732425,0.24043519846963174,0.0,0.016511127063890886,0.0
2006-12-17 04:00:00,,,0.3249834279322202,0.12070598364184244,0.691320609954925,0.3167144906743185,0.0,0.012203876525484566,0.4122196442382057
2006-12-17 05:00:00,,,0.290953722500725,0.07778734395178649,0.6857453406221037,0.2892156862745098,0.0,0.003589375448671931,0.21577726218097448
2006-12-17 06:00:00,,,0.18321974561875956,0.12247094274644857,0.7022921262107982,0.18029650884744142,0.0,0.015434314429289305,0.0
2006-12-17 07:00:00,,,0.23242842938227612,0.07722772277227723,0.6142194942616914,0.22596843615494977,0.0,0.003589375448671931,0.0
2006-12-17 08:00:00,,,0.2744593362886854,0.15312096427034008,0.5937278220005755,0.27068388330942134,0.0,0.01615218951902369,0.0
2006-12-17 09:00:00,,,0.3767659609727803,0.10232458028411538,0.4992167769572564,0.37553802008608317,0.0,0.1575735821966978,0.0
2006-12-17 10:00:00,,,0.5445322533869162,0.2513129573826948,0.36852402416802477,0.5390961262553802,0.18366643694004134,0.481335247666906,0.7494199535962877
2006-12-17 11:00:00,,,0.36463727886647046,0.25919070167886354,0.42544036315974587,0.3583213773314204,0.19538249483115092,0.10804020100502512,0.7973704563031709
2006-12-17 12:00:00,,,0.27839002361519655,0.3797244941885493,0.4584316358172682,0.27379244380679096,0.0,0.01148600143575018,0.8035576179427687
2006-12-17 13:00:00,,,0.23875688776567092,0.22152389151958676,0.5403727502317697,0.23027259684361545,0.0,0.0010768126346015793,0.8174787316318639
2006-12-17 14:00:00,,,0.30585304718896295,0.33241498062849767,0.6986157731530316,0.2904112864658058,0.0,0.007178750897343862,0.8460943542150039
2006-12-17 15:00:00,,,0.44455607573434963,0.11442100731812312,0.5618618330616023,0.42766618842659015,0.14403859407305308,0.004307250538406317,0.8213457076566124
2006-12-17 16:00:00,,,0.4974779384347682,0.12027550581145072,0.4199609986892998,0.4843376374940219,0.17746381805651276,0.0014357501794687725,0.7965970610982213
2006-12-17 17:00:00,,,0.5100209222355719,0.21519586741282826,0.32206131517534686,0.502391200382592,0.0,0.010050251256281407,0.7803557617942768
2006-12-17 18:00:00,,,0.5551280192235986,0.17442961687473094,0.32752789233080826,0.5468675274988044,0.0,0.0,0.7811291569992265
2006-12-17 19:00:00,,,0.4325931143058374,0.3424451140766251,0.28238867043892313,0.43089430894308944,0.0,0.011127063890882988,0.774168600154679
2006-12-17 20:00:00,,,0.5029881509715374,0.350624192854068,0.40632972091685104,0.49402199904351984,0.0,0.02404881550610194,0.794276875483372
2006-12-17 21:00:00,,,0.4531580146662799,0.3460611278519156,0.5090502221795976,0.4380679100908656,0.0,0.025843503230437905,0.8120649651972157
2006-12-17 22:00:00,,,0.2165762107967021,0.303960396039604,0.6275183018445691,0.21090387374461983,0.0,0.008973438621679828,0.11600928074245939
2006-12-17 23:00:00,,,0.0487425943572109,0.28643994834266034,0.7633835235446433,0.05356288857006217,0.0,0.01722900215362527,0.0
2006-12-18 00:00:00,,,0.02367216306914695,0.1279380111924236,0.7201687925577822,0.02582496413199426,0.0,0.0007178750897343862,0.0
2006-12-18 01:00:00,,,0.029410241537887873,0.19616874730951359,0.6784246027940277,0.03275944524151124,0.0,0.01256281407035176,0.0
2006-12-18 02:00:00,,,0.024930604466172266,0.14085234610417563,0.807768293852499,0.027020564323290287,0.0,0.0,0.0
2006-12-18 03:00:00,,,0.028887185648589293,0.19083082221265604,0.7633004059972492,0.03216164514586322,0.0,0.012203876525484566,0.0
2006-12-18 04:00:00,,,0.14018933587438367,0.10331467929401637,0.7546753620408548,0.1317551410808226,0.0,0.0014357501794687725,0.5823665893271461
2006-12-18 05:00:00,,,0.026334051456270446,0.1574687903572966,0.7449378216808924,0.02833572453371592,0.0,0.010050251256281407,0.0
2006-12-18 06:00:00,,,0.07550648382151881,0.14580284115368058,0.7622454525111078,0.07520325203252033,0.0,0.0017946877243359654,0.0
2006-12-18 07:00:00,,,0.3614419770476861,0.1975893241498063,0.5803331095553208,0.3485174557627929,0.0017229496898690559,0.009691313711414214,0.5243619489559165
2006-12-18 08:00:00,,,0.3042217342668931,0.09522169608265174,0.46210159521754335,0.2949545671927307,0.25775327360441075,0.0007178750897343862,0.8051044083526683
2006-12-18 09:00:00,,,0.23387330654182373,0.10998708566508826,0.4438540967360378,0.2264466762314682,0.10682288077188147,0.0104091888011486,0.8012374323279194
2006-12-18 10:00:00,,,0.18420371214318262,0.06823073611708996,0.5081423228157664,0.1765901482544237,0.0,0.0,0.8120649651972157
2006-12-18 11:00:00,,,0.22340183121348958,0.1644425312096427,0.534631245804162,0.21401243424198946,0.0,0.011127063890882988,0.8167053364269142
2006-12-18 12:00:00,,,0.25356299457264775,0.11274214377959536,0.6423899491704219,0.241869918699187,0.0,0.0,0.8360402165506573
2006-12-18 13:00:00,,,0.24206612255044122,0.16336633663366337,0.6183817652888344,0.23087039693926348,0.0,0.01148600143575018,0.805877803557618
2006-12-18 14:00:00,,,0.2499844636864564,0.0636676711149376,0.6276781432818641,0.23648971783835482,0.0,0.0,0.8066511987625676
2006-12-18 15:00:00,,,0.2579494137631022,0.1343951786482996,0.6363863047856526,0.24414155906264945,0.0,0.011127063890882988,0.8344934261407579
2006-12-18 16:00:00,,,0.2835843311099142,0.264012053379251,0.6347431348102681,0.27235772357723576,0.0,0.0,0.8344934261407579
2006-12-18 17:00:00,,,0.3155269917553962,0.12630219543693502,0.4946644928231194,0.304519368723099,0.0,0.007178750897343862,0.8097447795823666
2006-12-18 18:00:00,,,0.3540000828603388,0.10215238915195869,0.4156133115948979,0.3436154949784792,0.0,0.005384063173007897,0.7849961330239753
2006-12-18 19:00:00,,,0.38693188880142515,0.2592767972449419,0.3642338799910494,0.38330942132950735,0.0,0.19597989949748743,0.0
2006-12-18 20:00:00,,,0.4546805733935451,0.15544554455445544,0.3333589079633015,0.44990435198469625,0.0,0.010768126346015794,0.6148491879350347
2006-12-18 21:00:00,,,0.31783154493101873,0.09263882910030136,0.4509958121543427,0.3133668101386896,0.0,0.0,0.17246713070378963
2006-12-18 22:00:00,,,0.25088039110079957,0.13943176926388293,0.5515296825549054,0.24198947871831655,0.0,0.19059583632447955,0.0
2006-12-18 23:00:00,,,0.22112317189377298,0.1711149375807146,0.6454333301365036,0.21867527498804396,0.0,0.4375448671931084,0.0
2006-12-19 00:00:00,,,0.11079463065003933,0.11988807576409816,0.6228701128480552,0.10903873744619798,0.0,0.0208183776022972,0.37819025522041766
2006-12-19 01:00:00,,,0.035583336785847436,0.09797675419715886,0.6127873149835352,0.03825920612147298,0.0,0.005384063173007897,0.034029389017788084
2006-12-19 02:00:00,,,0.03157496789161866,0.13654756780025828,0.7651289920398963,0.03443328550932568,0.0,0.013639626704953337,0.0
